XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
0.0012064437251857463,-0.006087286833448391,-0.033644086928475536,-0.006226173044957872,0.0019361364143963833,0.008941612243397401,0.0031461718680863004,0.026610038448383833,0.00905974888977834,0.0032740928298020666,0.007452812652626539
-0.02277650066179604,-0.009554142881812777,-0.0789026397610193,-0.01607192447305883,-0.015266965306487523,-0.005952414226746194,0.01268702783323028,0.006970278491486459,0.025851459583839054,-0.000699519157451145,-0.024549465975029383
0.00789242110055266,0.03264927880237556,-0.0032868349222570092,0.0038759542675610437,0.016681228814824367,0.028077325298158318,0.00506771196852096,0.001081487373525425,-0.008450271918728713,0.022236236350729133,0.02954905018807885
0.028019023555687195,-0.013173776134220327,0.017930774968844876,0.007170249602509227,-0.002412947221590467,-0.007248438699249848,0.001540351338043422,0.002160729164312647,0.003956787757955604,0.0050958205077358265,-0.015496289937412588
0.001428205444890862,0.005096817248000596,0.0024297978896985484,0.03669228081273035,0.001741614071305797,0.009517371562675292,-0.007970679085451127,0.007546292141594524,0.022434216151314468,0.0059780552951964605,0.0032144694985536404
0.027454468434954915,0.004467733195912205,-0.0018179962890384482,0.0190176220249354,0.014100713793969044,0.0008396188512473923,0.022131269071325566,0.00021405537013219345,0.01823604553441638,0.005641578949267645,0.0030385441253302226
-0.03088522948228456,-0.005529671600655761,-0.07142842240980041,-0.0230690757326818,-0.022571346057596586,0.004839083336211525,0.0034477465898850035,0.0055625343243095315,0.01820000178163994,0.01810159927621835,-0.02170091947413244
0.02590142949820895,0.0240543072572883,0.07452609612095862,0.03475721582912761,0.0223131415709914,0.014511358242347505,-0.013468793456924422,-0.0036168706545467444,-0.020162837484729024,-0.010873520052171792,0.023758607288242084
-0.006747986105860249,0.008852679052230972,-0.013993196332428126,-0.023846265289649615,-0.0031453191159892535,0.008607654927436315,0.014627984998260679,0.0405722344404873,0.014156322376142283,0.016489817404428342,0.00923889462487848
-0.01593064694832169,-0.01415706708242559,-0.01707128116516532,-0.012870927950112021,-0.02514571171550517,-0.017130956866310276,-0.013044257106414436,-0.03857985695484545,-0.014966094449251677,-0.02674479881750147,-0.0033783308758257302
-0.03190114987575843,-0.013292201998788444,0.032015125672418376,0.0,-0.015986661120056644,-0.007342262473716832,-0.007233988307774553,0.0,-0.02994874959479943,-0.0014262364597880106,0.006615736700998687
-0.003196993646814361,-0.008299307672280487,0.032035755787594544,0.017030456681071282,0.005182948728385428,0.007911097402014233,-0.010369824379560022,-0.020064084527199766,-0.018975965565072306,-0.007669538422805822,0.004290926061096378
-0.004300415389902668,-0.01031677006813081,0.07061101834139571,0.0024899333515169264,-0.013383109901711654,-0.031098468913017374,-0.016565320792363947,-0.0158636204811774,-0.011917301071296182,-0.03183298088081388,-0.020711438487183376
0.010078411207137705,-0.005892443248722068,0.050705883298943544,0.02280477617134613,0.0178463519399652,0.0025733419994504736,0.014923002631476612,-0.006899511409832915,0.013932270820619763,-0.003062937863677284,0.010121556447656666
